"idno","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","hhmmb","gndr","agea","cntry","maritalb","chldhhe","domicil","eduyrs"
75371,90,5,80,5,5,5,6,"Mujeres",36,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",3
75388,10,5,210,2,5,2,4,"Varones",20,"Montenegro","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",13
75401,100,1,NA,4,5,7,3,"Varones",66,"Montenegro","Casado/a",NA,"Pueblo rural",12
75414,60,1,NA,2,2,2,1,"Mujeres",60,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",8
75426,60,3,NA,5,5,3,5,"Mujeres",24,"Montenegro","Soltero/a",NA,"Gran ciudad",13
75450,120,5,302,5,6,6,5,"Mujeres",19,"Montenegro","Soltero/a",NA,"Ciudad pequena",13
75458,20,5,300,4,4,4,2,"Mujeres",17,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",9
75473,15,5,120,2,2,4,4,"Mujeres",32,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
75478,60,1,NA,5,5,6,1,"Mujeres",75,"Montenegro","Soltero/a",NA,"Pueblo rural",12
75529,60,2,NA,2,3,3,2,"Varones",62,"Montenegro","Casado/a",NA,"Pueblo rural",NA
75531,10,5,120,6,6,4,5,"Mujeres",50,"Montenegro","Casado/a",NA,"Ciudad pequena",14
75545,5,5,720,0,0,0,3,"Mujeres",19,"Montenegro","Soltero/a",NA,"Gran ciudad",12
75548,120,5,120,3,3,2,5,"Mujeres",32,"Montenegro","Casado/a",NA,"Pueblo rural",11
75647,120,5,180,0,0,0,2,"Varones",50,"Montenegro","Divorciado/a",NA,"Afueras de una gran ciudad",11
75708,30,5,60,9,9,9,3,"Mujeres",51,"Montenegro","Casado/a",NA,"Gran ciudad",11
75775,30,5,615,5,5,9,4,"Mujeres",42,"Montenegro","Casado/a",NA,"Gran ciudad",15
75785,60,5,520,4,6,4,6,"Varones",44,"Montenegro","Casado/a",NA,"Pueblo rural",15
75797,20,1,NA,10,10,10,2,"Mujeres",83,"Montenegro","Viudo/a",NA,"Pueblo rural",5
75799,60,4,120,1,1,2,1,"Mujeres",60,"Montenegro","Soltero/a",NA,"Pueblo rural",12
75807,480,1,NA,0,0,0,1,"Mujeres",80,"Montenegro","Soltero/a",NA,"Pueblo rural",0
75818,60,2,NA,2,1,2,2,"Mujeres",66,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",8
75823,120,5,120,3,4,3,4,"Varones",37,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
75849,60,5,120,3,3,3,3,"Varones",57,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
75870,15,5,180,5,5,5,2,"Varones",28,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",16
75944,50,2,NA,1,6,3,1,"Varones",52,"Montenegro","Divorciado/a",NA,"Ciudad pequena",NA
75952,61,5,180,5,5,3,4,"Varones",51,"Montenegro","Casado/a",NA,"Pueblo rural",7
75969,120,4,60,4,3,3,3,"Mujeres",52,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
76010,60,2,NA,7,8,5,2,"Mujeres",64,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",8
76034,0,2,NA,3,2,1,2,"Mujeres",40,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",12
76089,480,5,120,4,2,2,1,"Varones",73,"Montenegro","Viudo/a","Con menores en el hogar","Afueras de una gran ciudad",14
76093,600,5,60,0,8,10,4,"Varones",57,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",11
76095,30,1,NA,10,5,6,4,"Varones",22,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
76131,120,5,120,3,3,2,2,"Varones",70,"Montenegro","Casado/a","Con menores en el hogar","Ciudad pequena",14
76137,90,5,390,NA,1,1,3,"Mujeres",30,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",17
76180,30,4,330,0,1,1,5,"Mujeres",32,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",16
76210,90,5,210,2,3,4,1,"Mujeres",58,"Montenegro","Divorciado/a",NA,"Ciudad pequena",16
76266,180,5,120,8,9,8,6,"Varones",53,"Montenegro","Casado/a",NA,"Pueblo rural",8
76282,30,5,320,1,1,1,4,"Varones",29,"Montenegro","Casado/a","Sin menores en el hogar","Afueras de una gran ciudad",18
76395,45,1,NA,6,6,0,3,"Varones",74,"Montenegro","Casado/a",NA,"Ciudad pequena",NA
76471,60,4,120,4,3,4,5,"Mujeres",45,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",11
76499,10,5,120,5,7,7,1,"Mujeres",55,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",16
76502,120,3,NA,5,7,0,2,"Varones",67,"Montenegro","Casado/a","Con menores en el hogar","Pueblo rural",8
76510,180,2,NA,4,4,5,4,"Mujeres",50,"Montenegro","Casado/a",NA,"Ciudad pequena",12
76522,90,3,NA,4,3,3,3,"Varones",49,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",13
76544,90,3,NA,5,9,5,3,"Mujeres",18,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",12
76557,0,5,600,4,4,4,1,"Varones",37,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
76638,30,5,120,5,10,8,4,"Mujeres",45,"Montenegro","Casado/a",NA,"Pueblo rural",12
76821,120,1,NA,1,2,2,1,"Varones",59,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",11
76870,60,5,720,5,0,1,6,"Varones",50,"Montenegro","Casado/a",NA,"Granja o casa en el campo",11
76886,0,5,390,1,2,1,2,"Varones",62,"Montenegro","Casado/a",NA,"Pueblo rural",13
76910,60,1,NA,8,8,10,2,"Varones",89,"Montenegro","Casado/a",NA,"Pueblo rural",4
76925,120,1,NA,3,7,3,2,"Varones",63,"Montenegro","Casado/a","Sin menores en el hogar","Granja o casa en el campo",11
76982,120,NA,NA,4,2,5,4,"Varones",90,"Montenegro",NA,NA,"Ciudad pequena",12
77008,300,5,600,0,0,0,4,"Mujeres",40,"Montenegro","Casado/a",NA,"Gran ciudad",12
77012,120,5,150,7,8,0,4,"Mujeres",NA,"Montenegro","Soltero/a",NA,"Gran ciudad",2
77021,0,2,NA,4,3,2,3,"Mujeres",68,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",13
77036,40,5,150,7,5,5,4,"Varones",32,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
77071,300,5,60,0,0,0,2,"Varones",55,"Montenegro","Divorciado/a",NA,"Pueblo rural",8
77095,120,2,NA,6,4,6,2,"Mujeres",56,"Montenegro","Viudo/a",NA,"Pueblo rural",12
77098,150,3,NA,6,2,2,1,"Varones",53,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",8
77106,180,5,60,3,1,10,2,"Mujeres",66,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",16
77132,0,5,300,5,5,8,3,"Mujeres",23,"Montenegro","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",12
77167,120,5,120,3,3,4,3,"Varones",55,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
77210,120,5,420,5,5,5,2,"Mujeres",52,"Montenegro","Divorciado/a",NA,"Ciudad pequena",12
77264,120,1,NA,1,1,1,2,"Mujeres",66,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",8
77289,60,5,150,5,2,5,4,"Mujeres",48,"Montenegro","Viudo/a",NA,"Pueblo rural",12
77294,10,5,180,3,5,3,1,"Mujeres",60,"Montenegro","Viudo/a",NA,"Ciudad pequena",12
77336,240,5,90,0,0,0,2,"Varones",60,"Montenegro","Casado/a","Sin menores en el hogar","Pueblo rural",11
77364,330,5,330,0,0,0,3,"Mujeres",20,"Montenegro","Soltero/a",NA,"Gran ciudad",11
77381,120,5,120,3,3,3,4,"Varones",55,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",11
77422,0,5,420,3,4,4,2,"Mujeres",26,"Montenegro","Casado/a","Con menores en el hogar","Granja o casa en el campo",13
77423,60,4,300,5,6,6,3,"Varones",43,"Montenegro","Soltero/a",NA,"Ciudad pequena",18
77540,60,5,150,0,5,0,4,"Mujeres",26,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
77551,60,2,NA,5,4,6,4,"Varones",24,"Montenegro","Soltero/a","Con menores en el hogar","Granja o casa en el campo",12
77596,60,4,240,0,0,0,3,"Varones",34,"Montenegro","Soltero/a",NA,"Granja o casa en el campo",16
77624,90,5,240,0,0,0,3,"Varones",34,"Montenegro","Soltero/a","Con menores en el hogar","Afueras de una gran ciudad",13
77654,0,5,420,1,1,1,5,"Mujeres",23,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",13
77689,80,5,80,3,3,3,4,"Varones",31,"Montenegro","Soltero/a","Sin menores en el hogar","Ciudad pequena",4
77713,120,4,60,7,6,5,4,"Varones",59,"Montenegro","Casado/a",NA,"Pueblo rural",11
77718,0,5,240,6,9,7,4,"Mujeres",17,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",11
77721,120,5,120,3,3,2,2,"Mujeres",60,"Montenegro","Casado/a",NA,"Ciudad pequena",12
77749,30,5,420,5,5,5,5,"Varones",29,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",12
77804,20,5,180,5,5,3,4,"Varones",16,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",9
77859,120,2,NA,5,4,4,2,"Varones",23,"Montenegro","Soltero/a",NA,"Pueblo rural",12
77890,120,2,NA,3,2,3,2,"Varones",90,"Montenegro","Viudo/a","Sin menores en el hogar","Afueras de una gran ciudad",NA
78008,120,5,120,3,2,1,5,"Mujeres",25,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",4
78073,60,5,120,5,4,6,4,"Varones",43,"Montenegro","Casado/a",NA,"Pueblo rural",12
78129,60,4,30,0,0,0,2,"Varones",60,"Montenegro","Casado/a",NA,"Ciudad pequena",12
78230,120,1,NA,5,10,10,1,"Mujeres",80,"Montenegro","Viudo/a",NA,"Pueblo rural",4
78376,30,5,45,7,3,5,3,"Mujeres",54,"Montenegro","Casado/a",NA,"Ciudad pequena",12
78426,120,1,NA,5,6,3,2,"Varones",75,"Montenegro","Casado/a",NA,"Ciudad pequena",11
78430,10,5,150,7,6,5,2,"Mujeres",22,"Montenegro","Casado/a",NA,"Ciudad pequena",13
78438,60,2,NA,2,3,2,2,"Varones",82,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",8
78441,40,5,390,0,1,0,4,"Mujeres",52,"Montenegro","Casado/a",NA,"Granja o casa en el campo",17
78477,210,2,NA,0,5,0,5,"Varones",58,"Montenegro","Casado/a",NA,"Pueblo rural",12
78485,30,5,120,0,0,0,1,"Mujeres",43,"Montenegro","Divorciado/a",NA,"Pueblo rural",11
78496,210,4,60,1,3,1,3,"Varones",67,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",14
78514,120,2,NA,7,4,4,2,"Mujeres",71,"Montenegro","Casado/a",NA,"Ciudad pequena",NA
78526,120,4,120,5,5,5,2,"Varones",60,"Montenegro","Casado/a","Con menores en el hogar","Pueblo rural",12
78529,0,5,270,6,3,6,3,"Varones",19,"Montenegro","Soltero/a",NA,"Ciudad pequena",13
78534,30,5,420,3,5,5,2,"Varones",29,"Montenegro","Casado/a",NA,"Granja o casa en el campo",13
78537,120,5,120,3,3,3,4,"Varones",55,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
78605,30,5,330,3,5,2,10,"Mujeres",18,"Montenegro","Soltero/a",NA,"Gran ciudad",11
78622,120,2,NA,4,4,5,1,"Mujeres",76,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",NA
78646,120,1,NA,2,3,2,5,"Varones",53,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",10
78652,60,5,60,6,10,6,2,"Mujeres",66,"Montenegro","Viudo/a",NA,"Gran ciudad",18
78670,0,5,180,4,4,6,4,"Mujeres",19,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
78693,210,5,60,7,7,2,1,"Varones",73,"Montenegro","Viudo/a","Con menores en el hogar","Gran ciudad",13
78738,120,3,NA,2,3,3,1,"Mujeres",72,"Montenegro","Viudo/a",NA,"Ciudad pequena",12
78780,0,3,NA,8,8,7,1,"Mujeres",67,"Montenegro","Viudo/a",NA,"Pueblo rural",12
78786,90,3,NA,2,2,1,2,"Mujeres",36,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",17
78822,120,4,90,4,3,2,2,"Varones",61,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
78847,30,5,240,5,5,7,2,"Varones",37,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",17
78888,120,5,120,0,0,0,4,"Mujeres",60,"Montenegro","Viudo/a",NA,"Ciudad pequena",12
78899,5,5,120,10,10,10,5,"Varones",59,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",16
78912,0,2,NA,4,5,2,3,"Mujeres",57,"Montenegro","Casado/a",NA,"Ciudad pequena",12
78928,60,1,NA,3,3,2,2,"Mujeres",77,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",10
78935,30,5,60,4,9,5,4,"Varones",37,"Montenegro","Casado/a",NA,"Granja o casa en el campo",12
78980,120,5,210,0,3,3,4,"Mujeres",25,"Montenegro","Soltero/a",NA,"Pueblo rural",16
79007,60,5,180,4,5,5,4,"Varones",34,"Montenegro","Casado/a",NA,"Pueblo rural",12
79037,120,5,120,2,3,3,2,"Varones",51,"Montenegro","Divorciado/a",NA,"Afueras de una gran ciudad",11
79073,30,4,240,1,6,6,3,"Varones",32,"Montenegro","Soltero/a",NA,"Ciudad pequena",15
79076,120,4,150,7,7,6,6,"Varones",45,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",11
79085,0,5,270,10,10,7,5,"Varones",18,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
79088,60,5,120,3,3,2,2,"Mujeres",61,"Montenegro","Casado/a",NA,"Ciudad pequena",12
79093,0,1,NA,1,7,2,4,"Varones",17,"Montenegro","Soltero/a",NA,"Pueblo rural",12
79097,10,5,120,7,7,10,2,"Mujeres",46,"Montenegro","Divorciado/a",NA,"Ciudad pequena",12
79102,180,1,NA,4,5,3,3,"Varones",60,"Montenegro","Casado/a",NA,"Pueblo rural",11
79124,145,5,0,6,7,5,2,"Varones",68,"Montenegro","Casado/a",NA,"Ciudad pequena",12
79231,60,5,120,6,3,5,4,"Mujeres",27,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
79233,0,5,120,3,6,3,3,"Mujeres",31,"Montenegro","Casado/a",NA,"Ciudad pequena",12
79241,30,4,60,4,3,5,4,"Mujeres",35,"Montenegro","Casado/a",NA,"Pueblo rural",12
79281,90,5,180,5,5,5,5,"Varones",36,"Montenegro","Casado/a",NA,"Pueblo rural",12
79289,360,5,360,6,6,6,3,"Varones",40,"Montenegro","Casado/a",NA,"Ciudad pequena",4
79294,60,1,NA,2,3,4,1,"Mujeres",70,"Montenegro","Viudo/a","Sin menores en el hogar","Afueras de una gran ciudad",8
79438,90,4,300,3,4,2,2,"Mujeres",48,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",13
79461,20,4,300,6,8,7,3,"Varones",31,"Montenegro","Soltero/a","Sin menores en el hogar","Gran ciudad",16
79497,180,NA,NA,3,6,4,4,"Mujeres",21,"Montenegro","Soltero/a",NA,"Ciudad pequena",15
79501,120,5,300,0,0,0,1,"Varones",55,"Montenegro","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
79539,70,5,360,4,6,3,2,"Mujeres",49,"Montenegro","Viudo/a",NA,"Ciudad pequena",8
79615,60,5,480,4,4,4,4,"Mujeres",53,"Montenegro","Casado/a",NA,"Ciudad pequena",16
79733,120,2,NA,0,0,0,6,"Mujeres",65,"Montenegro","Casado/a",NA,"Ciudad pequena",12
79734,0,5,360,7,6,2,2,"Mujeres",59,"Montenegro",NA,"Sin menores en el hogar","Gran ciudad",12
79780,10,5,480,4,3,3,3,"Varones",29,"Montenegro","Soltero/a",NA,"Pueblo rural",16
79783,0,4,120,0,0,0,6,"Mujeres",42,"Montenegro","Casado/a",NA,"Ciudad pequena",15
79819,10,5,360,0,5,2,3,"Varones",27,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
79833,0,5,660,0,0,0,4,"Mujeres",27,"Montenegro","Soltero/a","Sin menores en el hogar","Ciudad pequena",15
79866,120,2,NA,4,4,3,2,"Varones",75,"Montenegro","Casado/a","Con menores en el hogar","Pueblo rural",10
79873,120,2,NA,2,2,3,3,"Varones",62,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",10
79878,300,5,120,4,4,3,3,"Varones",48,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",12
79883,120,5,210,3,2,3,2,"Mujeres",62,"Montenegro","Casado/a",NA,"Pueblo rural",12
79885,120,5,120,4,3,6,4,"Varones",26,"Montenegro","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",16
79889,0,5,600,0,0,0,2,"Varones",38,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
79903,600,1,NA,5,5,3,1,"Mujeres",87,"Montenegro","Viudo/a",NA,"Gran ciudad",12
79957,150,2,NA,2,1,1,2,"Mujeres",59,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",13
80052,0,5,600,5,5,5,4,"Varones",31,"Montenegro","Casado/a",NA,"Ciudad pequena",16
80057,120,2,NA,3,3,4,3,"Varones",65,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",11
80101,330,1,NA,5,5,5,2,"Varones",76,"Montenegro","Casado/a",NA,"Pueblo rural",12
80160,360,1,NA,8,2,8,3,"Varones",76,"Montenegro","Casado/a",NA,"Pueblo rural",12
80178,0,2,NA,10,7,7,4,"Varones",51,"Montenegro","Casado/a",NA,"Pueblo rural",12
80226,30,5,180,5,5,5,4,"Mujeres",25,"Montenegro","Soltero/a",NA,"Pueblo rural",17
80233,15,5,210,8,8,2,6,"Varones",33,"Montenegro","Casado/a",NA,"Pueblo rural",16
80243,60,5,120,2,2,3,7,"Mujeres",39,"Montenegro","Casado/a",NA,"Pueblo rural",12
80251,120,2,NA,4,3,3,4,"Varones",55,"Montenegro","Viudo/a",NA,"Pueblo rural",12
80270,0,5,60,5,3,6,5,"Mujeres",55,"Montenegro","Casado/a",NA,"Pueblo rural",12
80296,60,5,120,2,2,2,4,"Varones",29,"Montenegro","Soltero/a",NA,"Ciudad pequena",12
80343,0,5,600,6,1,3,6,"Mujeres",17,"Montenegro","Soltero/a",NA,"Gran ciudad",11
80357,90,1,NA,4,7,6,4,"Varones",58,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",8
80409,61,5,300,0,0,0,1,"Varones",35,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",14
80449,70,4,80,7,3,6,1,"Varones",57,"Montenegro","Viudo/a",NA,"Ciudad pequena",3
80464,60,5,180,7,10,10,6,"Varones",43,"Montenegro","Casado/a",NA,"Pueblo rural",12
80487,150,3,NA,1,3,0,3,"Varones",56,"Montenegro","Casado/a",NA,"Pueblo rural",12
80519,120,5,600,4,4,4,3,"Varones",51,"Montenegro","Divorciado/a",NA,"Ciudad pequena",17
80521,180,1,NA,3,0,0,2,"Varones",67,"Montenegro","Casado/a","Con menores en el hogar","Pueblo rural",12
80529,70,4,90,6,5,7,2,"Varones",41,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",NA
80561,120,4,90,7,4,6,3,"Mujeres",45,"Montenegro","Casado/a",NA,"Pueblo rural",12
80566,120,5,180,3,3,4,3,"Mujeres",57,"Montenegro","Casado/a",NA,"Ciudad pequena",NA
80587,150,4,120,0,0,0,3,"Mujeres",60,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",12
80643,0,1,NA,0,0,0,1,"Mujeres",82,"Montenegro","Viudo/a",NA,"Ciudad pequena",4
80652,360,5,360,10,0,0,2,"Varones",23,"Montenegro","Soltero/a",NA,"Gran ciudad",14
80717,60,3,NA,1,2,2,3,"Mujeres",58,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",8
80756,180,5,300,0,0,0,1,"Mujeres",65,"Montenegro","Viudo/a",NA,"Ciudad pequena",11
80779,120,5,60,6,4,5,3,"Mujeres",52,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",12
80801,300,2,NA,7,NA,0,1,"Mujeres",64,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",12
80831,60,4,120,3,4,3,4,"Mujeres",36,"Montenegro","Soltero/a","Con menores en el hogar","Pueblo rural",12
80868,0,5,210,7,5,8,5,"Varones",17,"Montenegro","Soltero/a",NA,"Ciudad pequena",11
80891,180,3,NA,5,5,5,5,"Mujeres",49,"Montenegro","Casado/a",NA,"Ciudad pequena",16
80924,300,5,362,7,3,7,2,"Varones",56,"Montenegro","Casado/a",NA,"Ciudad pequena",12
80927,0,5,360,9,8,6,3,"Mujeres",18,"Montenegro","Soltero/a",NA,"Pueblo rural",11
80968,200,4,190,10,10,8,4,"Varones",26,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",16
80969,60,3,NA,3,2,2,4,"Varones",66,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",NA
81028,60,5,60,2,2,2,5,"Mujeres",27,"Montenegro","Casado/a",NA,"Pueblo rural",12
81033,150,5,150,6,5,4,4,"Mujeres",18,"Montenegro","Soltero/a",NA,"Ciudad pequena",10
81041,60,4,120,4,3,3,4,"Varones",27,"Montenegro","Casado/a",NA,"Ciudad pequena",12
81087,15,5,720,8,8,7,5,"Mujeres",18,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",12
81136,0,5,240,10,10,10,4,"Mujeres",32,"Montenegro","Soltero/a",NA,"Pueblo rural",12
81145,90,4,150,5,6,4,9,"Mujeres",31,"Montenegro","Casado/a",NA,"Ciudad pequena",11
81172,0,5,300,5,5,3,2,"Varones",35,"Montenegro","Soltero/a","Con menores en el hogar","Ciudad pequena",12
81177,0,2,NA,6,5,4,3,"Mujeres",33,"Montenegro","Casado/a",NA,"Ciudad pequena",12
81198,60,5,30,8,3,7,4,"Varones",55,"Montenegro","Casado/a",NA,"Pueblo rural",15
81205,120,5,120,3,3,2,4,"Mujeres",27,"Montenegro","Casado/a",NA,"Pueblo rural",12
81206,120,4,60,6,5,6,2,"Varones",67,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",11
81253,30,5,150,4,0,3,4,"Mujeres",19,"Montenegro","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
81272,61,5,305,0,1,0,3,"Mujeres",21,"Montenegro","Soltero/a","Con menores en el hogar","Ciudad pequena",12
81290,10,3,NA,0,0,0,1,"Mujeres",62,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",9
81293,30,5,150,3,5,5,6,"Mujeres",47,"Montenegro","Casado/a",NA,"Pueblo rural",11
81351,60,5,360,6,10,6,4,"Varones",64,"Montenegro","Casado/a",NA,"Ciudad pequena",16
81409,0,5,160,3,7,4,5,"Varones",16,"Montenegro","Soltero/a",NA,"Gran ciudad",8
81418,60,4,60,5,6,5,1,"Mujeres",54,"Montenegro","Viudo/a",NA,"Ciudad pequena",12
81475,180,5,360,7,2,0,4,"Mujeres",30,"Montenegro","Casado/a",NA,"Gran ciudad",12
81558,120,5,150,3,3,3,3,"Mujeres",49,"Montenegro","Casado/a",NA,"Pueblo rural",12
81567,60,5,240,0,0,0,4,"Mujeres",22,"Montenegro",NA,NA,"Ciudad pequena",15
81597,140,2,NA,6,6,3,3,"Mujeres",NA,"Montenegro","Casado/a",NA,"Ciudad pequena",2
81635,120,4,180,0,0,0,2,"Mujeres",57,"Montenegro","Casado/a",NA,"Pueblo rural",12
81661,30,2,NA,0,1,0,3,"Varones",26,"Montenegro","Soltero/a","Sin menores en el hogar","Pueblo rural",12
81674,60,5,75,8,5,8,4,"Mujeres",40,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",4
81693,10,2,NA,5,2,2,5,"Varones",48,"Montenegro","Casado/a",NA,"Pueblo rural",11
81718,60,4,120,5,0,5,5,"Mujeres",26,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",16
81721,290,4,510,4,4,5,3,"Mujeres",36,"Montenegro","Casado/a",NA,"Ciudad pequena",3
81722,60,5,60,6,3,3,2,"Mujeres",60,"Montenegro","Viudo/a",NA,"Afueras de una gran ciudad",12
81778,180,2,NA,5,10,0,4,"Mujeres",38,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",12
81813,120,5,120,7,5,6,4,"Mujeres",21,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",12
81887,53,2,NA,4,3,7,3,"Varones",44,"Montenegro","Casado/a",NA,"Pueblo rural",12
81915,20,3,NA,5,5,5,1,"Varones",58,"Montenegro","Divorciado/a",NA,"Pueblo rural",12
81920,180,1,NA,4,5,4,2,"Varones",78,"Montenegro","Casado/a","Sin menores en el hogar","Pueblo rural",8
81925,150,5,80,6,6,5,1,"Varones",57,"Montenegro","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
81982,120,5,120,2,3,2,3,"Varones",24,"Montenegro","Soltero/a",NA,"Afueras de una gran ciudad",12
82013,270,5,180,4,5,5,2,"Mujeres",65,"Montenegro","Viudo/a",NA,"Pueblo rural",8
82033,60,5,60,0,1,2,6,"Varones",41,"Montenegro","Casado/a",NA,"Pueblo rural",12
82047,122,4,0,4,5,5,1,"Varones",52,"Montenegro","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",12
82071,268,1,NA,0,5,5,2,"Varones",87,"Montenegro","Casado/a",NA,"Afueras de una gran ciudad",11
82097,180,1,NA,2,2,3,1,"Varones",63,"Montenegro","Soltero/a",NA,"Pueblo rural",12
82100,5,5,80,9,6,4,4,"Mujeres",28,"Montenegro","Soltero/a",NA,"Ciudad pequena",16
82144,60,5,480,1,0,3,3,"Mujeres",23,"Montenegro","Soltero/a",NA,"Granja o casa en el campo",17
82150,60,5,600,5,2,3,3,"Varones",34,"Montenegro","Casado/a",NA,"Ciudad pequena",17
82181,30,5,390,2,2,2,2,"Varones",25,"Montenegro","Casado/a",NA,"Granja o casa en el campo",13
10002,15,5,540,3,3,2,3,"Varones",46,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",12
10004,120,1,NA,0,10,10,1,"Mujeres",77,"North Macedonia","Viudo/a","Con menores en el hogar","Pueblo rural",4
10014,0,1,NA,5,2,2,3,"Mujeres",39,"North Macedonia","Casado/a",NA,"Pueblo rural",8
10024,60,5,30,3,3,1,2,"Varones",77,"North Macedonia","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",8
10027,120,5,120,1,3,2,4,"Varones",51,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",12
10053,120,5,120,4,7,6,2,"Varones",67,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",16
10055,300,1,NA,2,1,2,2,"Mujeres",71,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",4
10062,120,5,240,5,6,5,2,"Mujeres",46,"North Macedonia","Divorciado/a","Sin menores en el hogar","Gran ciudad",12
10068,120,5,120,3,3,5,3,"Mujeres",37,"North Macedonia","Casado/a",NA,"Gran ciudad",12
10072,120,1,NA,5,2,2,2,"Varones",65,"North Macedonia","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",11
10077,180,2,NA,3,5,4,2,"Mujeres",64,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",8
10078,60,2,NA,6,7,5,1,"Mujeres",50,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",12
